TITULO_PROJETO;CHAMADA_PUBLICA;ANO_EDITAL;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;CNPJ_PRODUTORA;RAZAO_SOCIAL_PRODUTORA;CNPJ_PROGRAMADORA;RAZAO_SOCIAL_PROGRAMADORA;DATA_EXTRATO_CONTRATO_DOU;VALOR_CONTRATO_DOU;DATA_PRIMEIRO_DESEMBOLSO;VALOR_TOTAL_LIBERADO
O PALHAÇO MENINO - MEMÓRIAS DE UM MENINO MASCARADO;SAV/MINC 02;2018;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;04.585.783/0001-73;CAJU PRODUÇOES LTDA- ME;00.000.000/0000-0-;-;27/02/2020;R$ 100.000,00;12/03/2020;R$ 100.000,00
O PASTOR E O GUERRILHEIRO;CONCURSO PRODUÇÃO PARA CINEMA;2018;03.093.490/0001-06;MERCADO CULTURAL LTDA EPP;03.093.490/0001-06;MERCADO CULTURAL LTDA EPP;18.338.912/0001-33;A2 DISTRIBUIDORA DE FILMES LTDA EPP;05/07/2019;R$ 2.000.000,00;15/07/2019;R$ 2.000.000,00
O PORÃO DA RUA DO GRITO;CONCURSO PRODUÇÃO PARA CINEMA;2018;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;18/09/2019;R$ 2.000.000,00;03/10/2019;R$ 2.000.000,00
O PULO DO GATO;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;09.558.964/0001-24;CASÉ FILMES LTDA;03.918.609/0001-32;WMIX DISTRIBUIDORA LTDA.;22/05/2019;R$ 2.100.000,00;07/06/2019;R$ 2.100.000,00
O REI MANDOU CAIR NA FOLIA;SAV/MINC 03;2018;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;04/03/2020;R$ 1.000.000,00;09/03/2020;R$ 1.000.000,00
O RIO DE JANEIRO DE HO CHI MINH;COMERCIALIZAÇÃO EM CINEMA;2018;10.831.015/0001-55;MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA;10.831.015/0001-55;MOVIOLA PRODUÇÕES CINEMATOGRÁFICAS LTDA;05.933.574/0001-36;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;13/11/2019;R$ 199.450,00;16/03/2020;R$ 199.450,00
O SEGREDO DE DAVI;COMERCIALIZAÇÃO EM CINEMA;2018;12.380.610/0001-47;PARAKINO PRODUCOES LTDA.;12.380.610/0001-47;PARAKINO PRODUCOES LTDA.;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;31/10/2018;R$ 200.000,00;06/11/2018;R$ 200.000,00
O SOL;SAV/MINC 02;2018;06.071.600/0001-27;MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA;06.071.600/0001-27;MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA;00.000.000/0000-0-;-;19/02/2020;R$ 100.000,00;05/03/2020;R$ 100.000,00
O ÚLTIMO JOGO;COMERCIALIZAÇÃO EM CINEMA;2018;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;08.656.129/0001-64;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;15/04/2020;R$ 100.000,00;04/05/2020;R$ 100.000,00
O ÚLTIMO QUINTAL;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;22.543.352/0001-26;PONTE PRODUTORAS ASSOCIADAS LTDA;22.543.352/0001-26;PONTE PRODUTORAS ASSOCIADAS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;08/04/2019;R$ 971.500,00;11/04/2019;R$ 971.500,00
O VAZIO DE DOMINGO À TARDE;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;09.065.789/0001-33;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;09.065.789/0001-33;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;18.384.267/0001-95;DANIELA GOUVEIA MENEGOTTO - ME;16/07/2021;R$ 1.000.000,00;05/08/2021;R$ 1.000.000,00
ODOYA;SAV/MINC 07;2018;23.318.838/0001-23;UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME;23.318.838/0001-23;UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME;15.355.301/0001-05;VICTOR DE MORAIS CAYRES;04/11/2020;R$ 344.670,00;13/11/2020;R$ 344.670,00
OMEGATRONE - O PODER DOS 5 REINOS;SAV/MINC 02;2018;20.786.426/0001-20;ID DA SILVEIRA JUNIOR - EPP;20.786.426/0001-20;ID DA SILVEIRA JUNIOR - EPP;00.000.000/0000-0-;-;11/03/2020;R$ 99.940,00;11/05/2020;R$ 99.940,00
ONDE QUER QUE VOCÊ ESTEJA;COMERCIALIZAÇÃO EM CINEMA;2018;04.315.795/0001-88;MACONDO FILMES S/C LTDA;04.315.795/0001-88;MACONDO FILMES S/C LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;12/07/2019;R$ 100.000,00;18/07/2019;R$ 100.000,00
ISABELLA;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;01.486.085/0001-22;GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.;01.486.085/0001-22;GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.;02.608.224/0001-06;CANAL BRAZIL S/A;03/03/2021;R$ 2.500.000,00;11/03/2021;R$ 2.500.000,00
LULINA E A LUA;SAV/MINC 09;2018;12.975.490/0001-20;ESTUDIO TEREMIM FILMES E SERVIÇOS LTDA;12.975.490/0001-20;ESTUDIO TEREMIM FILMES E SERVIÇOS LTDA;00.000.000/0000-0-;-;15/07/2020;R$ 200.000,00;03/08/2020;R$ 200.000,00
LUNA;COMERCIALIZAÇÃO EM CINEMA;2018;12.751.837/0001-51;CRISTIANO T. AZZI;12.751.837/0001-51;CRISTIANO T. AZZI;23.391.665/0001-79;CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA;05/06/2019;R$ 190.000,00;17/06/2019;R$ 190.000,00
MEU TIO E O JOELHO DE PORCO;COMERCIALIZAÇÃO EM CINEMA;2018;05.515.177/0001-44;A FANTÁSTICA FÁBRICA DE FILMES LTDA;05.515.177/0001-44;A FANTÁSTICA FÁBRICA DE FILMES LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;27/02/2019;R$ 99.650,00;14/03/2019;R$ 99.650,00
NO GOGÓ DO PAULINHO;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;03.987.306/0001-71;CAMISA LISTRADA LTDA;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;16/08/2019;R$ 3.500.000,00;22/08/2019;R$ 3.500.000,00
JANGO NO EXÍLIO;CONCURSO PRODUÇÃO PARA CINEMA;2018;06.288.843/0001-11;ARTÉRIA FILMES - COMÉRCIO, PRESTAÇÃO DE SERVIÇOS E PRODUÇÃO AUDIOVISUAL LTDA;06.288.843/0001-11;ARTÉRIA FILMES - COMÉRCIO, PRESTAÇÃO DE SERVIÇOS E PRODUÇÃO AUDIOVISUAL LTDA;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;27/06/2019;R$ 392.000,00;02/07/2019;R$ 392.000,00
JANIS - AMORES DE CARNAVAL;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;15.479.865/0001-50;SANTA RITA FILMES EIRELI - ME;04.334.366/0001-58;NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.;09/03/2022;R$ 400.000,00;28/04/2022;R$ 400.000,00
JARDIM SECRETO DE MARIANA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;15.372.472/0001-42;H2O DISTRIBUIDORA DE FILMES S/A;42.473.256/0001-66;MORENA FILMES EIRELI - ME;72.672.017/0001-04;CANNES PRODUÇÕES S/A;16/10/2019;R$ 3.000.000,00;21/10/2019;R$ 3.000.000,00
JEITOS DE MUDAR O MUNDO;SAV/MINC 09;2018;55.084.750/0001-80;GAYA PRODUCOES CINEMATOGRAFICAS LTDA - ME;55.084.750/0001-80;GAYA PRODUCOES CINEMATOGRAFICAS LTDA - ME;00.000.000/0000-0-;-;02/07/2020;R$ 200.000,00;29/07/2020;R$ 200.000,00
JESUS KID;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;05.249.852/0001-30;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;01/07/2019;R$ 915.000,00;15/07/2019;R$ 915.000,00
M8;COMERCIALIZAÇÃO EM CINEMA;2018;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;13/07/2022;R$ 487.843,94;22/07/2022;R$ 487.843,94
MISS BEACH STAR;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;23.707.667/0001-24;PÉ NA ESTRADA FILMES LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;08/12/2021;R$ 1.480.815,15;18/03/2022;R$ 1.480.815,15
MISSÃO CUPIDO;COMERCIALIZAÇÃO EM CINEMA;2018;15.372.472/0001-42;H2O DISTRIBUIDORA DE FILMES S/A;72.062.029/0001-09;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;15.372.472/0001-42;H2O DISTRIBUIDORA DE FILMES S/A;25/09/2019;R$ 500.000,00;30/09/2019;R$ 500.000,00
NO VERÃO QUE EU VOEI;SAV/MINC 09;2018;61.372.843/0001-03;VIDEOGRAPHICA SERVIÇOS E PARTICIPAÇÕES LTDA;61.372.843/0001-03;VIDEOGRAPHICA SERVIÇOS E PARTICIPAÇÕES LTDA;00.000.000/0000-0-;-;02/07/2020;R$ 200.000,00;16/07/2020;R$ 200.000,00
NÓIS POR NÓIS;COMERCIALIZAÇÃO EM CINEMA;2018;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;09.437.566/0001-50;GRAFO AUDIOVISUAL LTDA ME;28.083.221/0001-90;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;05/06/2019;R$ 200.000,00;27/06/2019;R$ 200.000,00
NONA - SE ME MOLHAM, EU OS QUEIMO;COMERCIALIZAÇÃO EM CINEMA;2018;14.440.714/0001-25;BUBBLES PRODUÇÕES ARTÍSTICAS LTDA;14.440.714/0001-25;BUBBLES PRODUÇÕES ARTÍSTICAS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;09/06/2021;R$ 94.000,00;27/07/2021;R$ 94.000,00
NORDESTELAB;SAV/MINC 11;2018;18.729.607/0001-72;LABAV LABORATORIO AUDIOVISUAL LTDA;00.000.000/0000-0-;-;00.000.000/0000-0-;-;23/05/2018;R$ 140.000,00;01/06/2018;R$ 140.000,00
JONAS 80;SAV/MINC 09;2018;24.307.966/0001-34;LISANDRO LUIS LOPES DOS SANTOS - ME;24.307.966/0001-34;LISANDRO LUIS LOPES DOS SANTOS - ME;00.000.000/0000-0-;-;01/04/2020;R$ 200.000,00;03/04/2020;R$ 200.000,00
MAL NOSSO;COMERCIALIZAÇÃO EM CINEMA;2018;14.352.944/0001-32;KAUZARE LTDA. - ME;14.352.944/0001-32;KAUZARE LTDA. - ME;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;16/08/2019;R$ 200.000,00;22/08/2019;R$ 200.000,00
MALLANDRO - A TERAPIA DA ALEGRIA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;17/04/2019;R$ 4.000.000,00;25/04/2019;R$ 4.000.000,00
DEPOIS DA SAIDEIRA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;02.140.164/0001-40;GLAZ ENTRETENIMENTO S.A.;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;22/05/2019;R$ 3.000.000,00;27/05/2019;R$ 3.000.000,00
SERTÃO DIVINO;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;21.108.193/0001-79;LAURO DE FREITAS SISTEMA DE COMUNICACAO LTDA - EPP;12/01/2022;R$ 800.000,00;17/01/2022;R$ 800.000,00
OS PARÇAS 2;COMERCIALIZAÇÃO EM CINEMA;2018;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;18.082.113/0001-49;FORMATA PRODUCOES E CONTEUDO LTDA.;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;06/01/2021;R$ 500.000,00;13/01/2021;R$ 500.000,00
OS PEIXES DORMEM DE OLHOS ABERTOS?;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;08.587.501/0001-28;CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;19/01/2022;R$ 1.996.750,00;18/03/2022;R$ 1.996.750,00
PÓING;SAV/MINC 08;2018;02.585.713/0001-90;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;02.585.713/0001-90;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;02.585.713/0001-90;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;18/11/2020;R$ 1.000.000,00;23/11/2020;R$ 1.000.000,00
REPÚBLICA;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;03.931.658/0001-05;LARTY MARK LTDA;03.931.658/0001-05;LARTY MARK LTDA;00.089.913/0001-26;FUNDAÇÃO SARA NOSSA TERRA;21/07/2021;R$ 800.000,00;05/08/2021;R$ 800.000,00
REVOADA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;00.830.735/0001-42;ORIGEM COMUNICAÇÃO LTDA.;10.681.698/0001-01;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;22/04/2020;R$ 1.000.000,00;11/05/2020;R$ 1.000.000,00
SINFONIA DE UM HOMEM COMUM;CONCURSO PRODUÇÃO PARA CINEMA;2018;27.527.464/0001-07;COEVOS FILMES LTDA;27.527.464/0001-07;COEVOS FILMES LTDA;39.079.678/0001-47;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;27/02/2019;R$ 918.500,00;08/03/2019;R$ 918.500,00
SLAM VOZ DE LEVANTE;COMERCIALIZAÇÃO EM CINEMA;2018;19.886.089/0001-63;EXÓTICA CINEMATOGRÁFICA - EIRELI;19.886.089/0001-63;EXÓTICA CINEMATOGRÁFICA - EIRELI;29.080.317/0001-67;PAGU DISTRIBUICAO DE FILMES LTDA.;22/05/2019;R$ 200.000,00;30/05/2019;R$ 200.000,00
SOB A VERDE NEBULOSA;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;02/10/2019;R$ 400.000,00;18/10/2019;R$ 400.000,00
SOBRE GIRASSOIS E ZUMBIS;CONCURSO PRODUÇÃO PARA CINEMA;2018;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;08.429.784/0001-80;AURORA FILMES LTDA.;22/05/2019;R$ 3.000.000,00;10/06/2019;R$ 3.000.000,00
P.Q.P.;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;04.069.379/0001-47;OCEAN PRODUÇÃO DE FILMES LTDA;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;23/06/2021;R$ 920.000,00;01/07/2021;R$ 920.000,00
PRAIA DO NÃO RETORNO;SAV/MINC 10;2018;19.138.730/0001-81;BRUTA FLOR FILMES LTDA -ME;19.138.730/0001-81;BRUTA FLOR FILMES LTDA -ME;00.000.000/0000-0-;-;30/10/2019;R$ 100.000,00;07/11/2019;R$ 100.000,00
PRIMAVERA;COMERCIALIZAÇÃO EM CINEMA;2018;57.282.097/0001-90;NOTÁBILE FILMES LTDA;57.282.097/0001-90;NOTÁBILE FILMES LTDA;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;20/11/2019;R$ 200.000,00;28/11/2019;R$ 200.000,00
PRIMEIRO PLANO 2018 - FESTIVAL DE CINEMA DE JUIZ DE FORA E MERCOCIDADES;SAV/MINC 11;2018;18.418.408/0001-43;INSENSATEZ AUDIOVISUAL LTDA.-ME;00.000.000/0000-0-;-;00.000.000/0000-0-;-;19/12/2018;R$ 100.000,00;24/12/2018;R$ 100.000,00
RIO PERDIDO;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;06.023.805/0001-37;PLANO GERAL FILMES E VIDEOS LTDA;06.023.805/0001-37;PLANO GERAL FILMES E VIDEOS LTDA;18.432.771/0001-13;GARDENIA PARTICIPACOES LTDA;07/12/2022;R$ 999.339,00;17/02/2023;R$ 999.339,00
RIO2C - RIO CONTENT MARKET 2019;SAV/MINC 11;2018;26.079.220/0001-46;RIO CREATIVE CONFERENCES LTDA;00.000.000/0000-0-;-;00.000.000/0000-0-;-;24/10/2018;R$ 700.000,00;29/10/2018;R$ 999.999,99
RIO2C - RIOCONTENTMARKET;SAV/MINC 11;2018;26.079.220/0001-46;RIO CREATIVE CONFERENCES LTDA;00.000.000/0000-0-;-;00.000.000/0000-0-;-;02/05/2018;R$ 600.000,00;14/05/2018;R$ 600.000,00
SOBRE RODAS;COMERCIALIZAÇÃO EM CINEMA;2018;09.397.798/0001-21;KLAXON CULTURA AUDIOVISUAL LTDA-ME;09.397.798/0001-21;KLAXON CULTURA AUDIOVISUAL LTDA-ME;09.397.798/0001-21;KLAXON CULTURA AUDIOVISUAL LTDA-ME;20/02/2019;R$ 100.000,00;25/02/2019;R$ 100.000,00
SOCORRO;CONCURSO PRODUÇÃO PARA CINEMA;2018;04.852.671/0001-31;34 FILMES LTDA;04.852.671/0001-31;34 FILMES LTDA;07.700.630/0001-18;ELO AUDIOVISUAL SERVIÇOS LTDA;22/05/2019;R$ 2.000.000,00;07/06/2019;R$ 2.000.000,00
SÓCRATES;COMERCIALIZAÇÃO EM CINEMA;2018;09.350.378/0001-90;QUERO FILMES LTDA - ME;09.350.378/0001-90;QUERO FILMES LTDA - ME;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;18/09/2019;R$ 200.000,00;25/09/2019;R$ 200.000,00
SOLDADO ESTRANGEIRO;COMERCIALIZAÇÃO EM CINEMA;2018;27.527.464/0001-07;COEVOS FILMES LTDA;27.527.464/0001-07;COEVOS FILMES LTDA;39.079.678/0001-47;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;13/11/2019;R$ 100.000,00;05/12/2019;R$ 100.000,00
PADRINHOS;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;09.019.897/0001-70;OLÉ PRODUÇÕES LTDA;09.019.897/0001-70;OLÉ PRODUÇÕES LTDA;07.121.705/0001-06;GAMECORP S.A.;27/04/2022;R$ 800.000,00;05/07/2022;R$ 800.000,00
O CORPO É NOSSO;COMERCIALIZAÇÃO EM CINEMA;2018;01.464.291/0001-31;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;01.464.291/0001-31;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;10.681.698/0001-01;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;05/07/2019;R$ 99.930,00;18/07/2019;R$ 99.930,00
PALEOKIDS;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;17.545.702/0001-53;PROSPERIDADE COMUNICAÇÃO E FILMES LTDA;17.545.702/0001-53;PROSPERIDADE COMUNICAÇÃO E FILMES LTDA;18.651.835/0001-77;ZOOMOO PROGRAMADORA SA.;04/01/2023;R$ 1.500.000,00;09/02/2023;R$ 1.500.000,00
PRODUÇÃO E DISTRIBUIÇÃO DE CONTEÚDOS AUDIOVISUAIS COM ACESSIBILIDADE NA CADEIRA PRODUTIVA DO AUDIOVISUAL BRASILEIRO: DA CRIAÇÃO AO CONSUMO;SAV/MINC 13;2018;00.639.143/0001-48;FAGANELLO - COMUNICACOES EIRELI - ME;00.639.143/0001-48;FAGANELLO - COMUNICACOES EIRELI - ME;00.000.000/0000-0-;-;23/08/2019;R$ 580.000,00;29/08/2019;R$ 580.000,00
PROGRAMA DE CAPACITAÇÃO EM DESENVOLVIMENTO DE SÉRIES;SAV/MINC 13;2018;02.597.024/0001-03;AUTORIA C PRODUCAO E GESTAO DE CONTEUDO CRIATIVO LTDA - ME;02.597.024/0001-03;AUTORIA C PRODUCAO E GESTAO DE CONTEUDO CRIATIVO LTDA - ME;00.000.000/0000-0-;-;16/08/2019;R$ 500.000,00;22/08/2019;R$ 500.000,00
PROGRAMA DE CAPACITAÇÃO PROFISSIONAL IMERSIVO - SULPRO;SAV/MINC 13;2018;08.267.476/0001-03;OKNA PRODUÇÕES CULTURAIS LTDA;08.267.476/0001-03;OKNA PRODUÇÕES CULTURAIS LTDA;00.000.000/0000-0-;-;04/09/2019;R$ 600.000,00;09/09/2019;R$ 600.000,00
PROGRAMA DE FORMAÇÃO CONTINUADA EM GAME DESIGN;SAV/MINC 13;2018;19.223.689/0001-41;BENDITAS PROJETOS CRIATIVOS LTDA - ME;19.223.689/0001-41;BENDITAS PROJETOS CRIATIVOS LTDA - ME;00.000.000/0000-0-;-;02/10/2019;R$ 500.000,00;05/11/2019;R$ 500.000,00
ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;COMERCIALIZAÇÃO EM CINEMA;2018;21.368.732/0001-09;RODAFILMES PRODUÇÃO ARTISTICA E CULTURAL LTDA;21.368.732/0001-09;RODAFILMES PRODUÇÃO ARTISTICA E CULTURAL LTDA;29.080.317/0001-67;PAGU DISTRIBUICAO DE FILMES LTDA.;16/08/2019;R$ 198.362,00;22/08/2019;R$ 198.362,00
SOM, LUZ, CÂMERA, INOVAÇÃO!;SAV/MINC 13;2018;10.397.678/0001-03;ASTROLÁBIO MÚSICA E MULTIMÍDIA EIRELI;10.397.678/0001-03;ASTROLÁBIO MÚSICA E MULTIMÍDIA EIRELI;00.000.000/0000-0-;-;25/09/2019;R$ 550.000,00;30/09/2019;R$ 550.000,00
PANORAMA INTERNACIONAL COISA DE CINEMA;SAV/MINC 11;2018;00.845.658/0001-02;COISA DE CINEMA - CINEMA E VÍDEO LTDA ME;00.000.000/0000-0-;-;00.000.000/0000-0-;-;19/09/2018;R$ 180.000,00;01/10/2018;R$ 180.000,00
PARA QUE SERVEM AS COISAS?;SAV/MINC 02;2018;09.074.852/0001-06;THAIS FERNANDES-ME;09.074.852/0001-06;THAIS FERNANDES-ME;00.000.000/0000-0-;-;12/02/2020;R$ 100.000,00;17/02/2020;R$ 100.000,00
PROIBIDO NASCER;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;2018;00.508.766/0001-81;SAMBAQUI CULTURAL CINE VÍDEO LTDA;00.508.766/0001-81;SAMBAQUI CULTURAL CINE VÍDEO LTDA;12.126.484/0001-07;BOULEVARD FILMES LTDA;05/06/2019;R$ 250.000,00;14/06/2019;R$ 250.000,00
RUA DA LAMA;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;00.205.194/0001-61;HECO PRODUÇÕES LTDA;00.205.194/0001-61;HECO PRODUÇÕES LTDA;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;03/03/2021;R$ 953.103,80;08/03/2021;R$ 953.103,80
RUAS DA GLÓRIA;CONCURSO PRODUÇÃO PARA CINEMA;2018;09.409.976/0001-97;SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.409.976/0001-97;SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;24/07/2019;R$ 2.787.955,81;05/08/2019;R$ 2.787.955,81
RUM, RUMPI E LÉ: AS TRAVESSIAS DE LETIERES LEITE;SAV/MINC 04;2018;09.023.910/0001-64;NICLO CONTEUDO E ENTRETENIMENTO LTDA - EPP;09.023.910/0001-64;NICLO CONTEUDO E ENTRETENIMENTO LTDA - EPP;28.083.221/0001-90;OLHAR DE CINEMA DISTRIBUIDORA DE FILMES LTDA - ME;09/12/2020;R$ 500.000,00;16/12/2020;R$ 500.000,00
SOTAQUES - A BOSSA DA LÍNGUA PORTUGUESA NO BRASIL;FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO;2018;00.338.948/0001-51;E.H. FILMES LTDA;00.338.948/0001-51;E.H. FILMES LTDA;07.254.174/0001-20;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;09/06/2021;R$ 1.000.000,00;16/08/2021;R$ 1.000.000,00
SOU CARNAVAL;COMERCIALIZAÇÃO EM CINEMA;2018;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;05.959.925/0001-88;TELA PRODUTORA DE IMAGENS LTDA;08.257.054/0001-49;SM DISTRIBUIDORA DE FILMES LTDA;27/06/2019;R$ 200.000,00;02/07/2019;R$ 200.000,00
SUEÑO FLORIANÓPOLIS;COMERCIALIZAÇÃO EM CINEMA;2018;00.020.648/0001-20;PRODIGO FILMS LTDA;00.020.648/0001-20;PRODIGO FILMS LTDA;11.620.976/0001-83;VITRINE FILMES EIRELI - ME;22/05/2019;R$ 200.000,00;07/06/2019;R$ 200.000,00
PARASITA;SAV/MINC 10;2018;28.087.974/0001-73;GATOPARDO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;28.087.974/0001-73;GATOPARDO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;00.000.000/0000-0-;-;13/11/2019;R$ 200.000,00;19/11/2019;R$ 200.000,00
