TITULO_OBRA;TIPO_OBRA;PERIODO_PRODUCAO;EMPRESA_BRASILEIRA;UF;EMPRESA_ESTRANGEIRA;PAIS;NR_TECNICOS_ARTISTAS_ESTRANGEIROS;LOCAL_FILMAGEM_UF
Visa Rio;Institucional;15/03/2020 a 19/03/2020;Utopia Filmes Produção Artistica LTDA;RJ;Connected Pictures;Reino Unido;1;
Visa Rio;Institucional;15/03/2020 a 19/03/2020;Utopia Filmes Produção Artistica LTDA;RJ;Connected Pictures;Reino Unido;1;
Photographer e Street Dance;Obra Publicitária;10/03/2020 a 30/03/2020;Ocean Producao de Filmes Ltda;SC;Caviar Paris;França;1;
Photographer e Street Dance;Obra Publicitária;10/03/2020 a 30/03/2020;Ocean Producao de Filmes Ltda;SC;Caviar Paris;França;2;
VERMILION;Ficção;20/03/2020 a 09/04/2020;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;FIGURA MEDIA LLC;Estados Unidos;10;
All eyes on me;Obra Publicitária;16/03/2020 a 21/03/2020;Stink SP Produção de Filmes Ltda;SP;Stink Berlin;Alemanha;1;
All eyes on me;Obra Publicitária;16/03/2020 a 21/03/2020;Stink SP Produção de Filmes Ltda;SP;Stink Berlin;Alemanha;1;
All eyes on me;Obra Publicitária;16/03/2020 a 21/03/2020;Stink SP Produção de Filmes Ltda;SP;Stink Berlin;Alemanha;1;
All eyes on me;Obra Publicitária;16/03/2020 a 21/03/2020;Stink SP Produção de Filmes Ltda;SP;Stink Berlin;Alemanha;1;
Our Common Home;Documentário;05/04/2020 a 21/04/2020;Cristian Dimitrius Produções Ltda;SP;Off The Fence;Holanda;5;
RENO;Outro;14/03/2020 a 24/03/2020;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;PLAYROOM PRODUCTIONS, INC;Estados Unidos;17;
VERMILION;Ficção;20/03/2020 a 09/04/2020;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;FIGURA MEDIA LLC;Estados Unidos;2;
VERMILION;Ficção;20/03/2020 a 09/04/2020;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;FIGURA MEDIA LLC;Estados Unidos;2;
Photographer e Street Dance;Obra Publicitária;10/03/2020 a 30/03/2020;Ocean Producao de Filmes Ltda;SC;Caviar Paris;França;1;
Photographer e Street Dance;Obra Publicitária;10/03/2020 a 30/03/2020;Ocean Producao de Filmes Ltda;SC;Caviar Paris;França;1;
Photographer e Street Dance;Obra Publicitária;10/03/2020 a 30/03/2020;Ocean Producao de Filmes Ltda;SC;Caviar Paris;França;1;
PREDATORS (ANIMAIS PREDADORES);Documentário;10/01/2021 a 31/01/2021;NEON RIO LTDA.;;BBC TV;Reino Unido;1;
Oceans;Documentário;25/01/2021 a 22/05/2021;Setta Produções;;Wild Space Productions;Reino Unido;1;
Uncharted;Reality Show;18/01/2021 a 28/01/2021;Igor de Miranda Olszowski - ME;;Bright Road Productions;EUA;22;
Invitation au voyage;Documentário;02/02/2021 a 26/02/2022;La Vista Produções Audiovisuais Ltda.;;Elephant Adventure SAS;França;3;
Bitte Melde Dich - Sorocaba;Documentário;13/02/2021 a 23/02/2022;Aura Filme Produções Ltda.;;Endemol Shin Germany;Alemanha;5;
2002 An Asian Odissey;Documentário;27/02/2021 a 07/02/2022;Saraguina Filmes;;Noah Media Group;Reino Unido;N.A.;
Invitation au voyage- Fase 2;Documentário;22/02/2021 a 12/03/2022;La Vista Produções Audiovisuais Ltda.;;Elephant Adventures SAS;França;2;
BIO 2 - Titãs;Documentário;22/02/2021 a 12/03/2022;RA.MOV FILMES;;Underground Producciones SA;Argentina;N.A.;
Uniform & Matte;Obra Publicitária;20/02/2021 a 27/02/2022;Ocean films;;Publicis;França;4;
Make to Stand Out;Obra Publicitária;08/03/2021 a 12/03/2021;ICONOCLAST PRODUÇÕES;;ICONOCLAST CONTENT;EUA;N.A.;
Au Bout c'est la Mer (No Final é o Mar);Documentário;13/03/2021 a 26/04/2022;TR SOMOGYI PRODUÇÕES;;Step By Step productions;França;3;
Girls of Lahore;Ficção;08/04/2021 a 17/04/2021;Amazon Film Productions;;CDI Virtual Films INC;EUA;13;
Invitation au voyage;Documentário;06/04/2021 a 10/04/2021;La Vista Produções Audiovisuais Ltda.;;Elephant Adventure SAS;França;2;
Mulheres da mudança (Women in change);Documentário;11/04/2021 a 21/04/2021;Connection Filmes e produções artísticas LTDA;;Muck Media;EUA;8;
BIO 2 - TITÃS;Documentário;12/04/2021 a 30/04/2021;RA.MOV Filmes Ltda - ME;;Underground Producciones SA;Argentina;N.A.;
Planeta Sobrenatural;Documentário;03/05/2021 09/05/2021;Sobretudo Produção Audiovisual e Artistica Ltda;;Plimsoll Productions Ltda.;Inglaterra;N.A.;
Titan - Part 2;Documentário;05/05/2021 a 20/07/2021;Cristian Dimitrius Producoes Ltda;;Titan Productions Ltda.;Inglaterra;3;
Our Common Home;Documentário;10/05/2021 a 20/06/2021;Cristian Dimitrius Produções Ltda;;Off The Fence;Holanda;N.A.;
BIOS 2 - Paralamas;Documentário;07/06/2021 a 02/07/2021;RA.MOV FILMES LTDA - ME;;Underground Producciones SA;Argentina;1;
Hydra;Publicitária;27/05/2021 a 31/05/2021;Ocean films;;Caviar;França;5;
Vitória Bueno;Videoclipe;30/06/2021 a 11/07/2021;Saraguina Filmes e Produções Eireli;;Whisper;Reino Unido;N.A.;
Breaking Boundaries;Documentário;08/07/2021 a 16/07/2021;Brazil Fixers Produções;;Villain Studios BV;Holanda;7;
BEHIND BARS;Documentário;12/09/2021 a 19/09/2021;TERRA VERMELHA FILMES LTDA EPP;;Maximus Films Gmbh;Alemanha;3;
Ground Truth;Documentário;25/072021 a 12/08/2021;Setta Producoes;;Hot Snakes Media, LLC;EUA;6;
Titans Parte 3;Documentário;01/08/2021 a 17/10/2021;Cristian Dimitrius Producoes;;Titan Productions Ltda.;Reino Unido;7;
Meu País;Documentário;12/07/2021 a 19/07/2021;Mangaba Produções Ltda.;;Dev.tv;Suíça;3;
Santo;Ficção;30/10/2021 a 13/10/2021;Prodigo Films Ltda.;;Santo Serie LTD;Espanha;10;
Borderless Love;Documentário;22/08/2021 a 29/08/2022;Midia Fina Producoes Cinematograficas Eireli;;Rakett TV;Noruega;N.A.;
Santos Academy;Documentário;28/08/2021 a 31/08/2021;Saraguina Filmes e Produções Eireli;;Noah Media Group;Reino Unido;;
The Americas;Documentário;14/09/2021 a 11/12/2021;Cristian Dimitrius Producoes Ltda;;BBC Studios;Reino Unido;N.A.;
Six Captains;Documentário;02/09/2021 a 09/09/2021;Saraguina Filmes e Produções Eireli;;Fuel UK Ltda.;Reino Unido;N.A.;
Tree of Plenty;Documentário;17/09/2021 a 30/09/2021;Cristian Dimitrius Produções Ltda;;Waterbear Network BV;Holanda;N.A.;
Checker Tobi and the Invisible Treasure;Documentário;08/10/2021 a 20/10/2021;Dez e Vinte Produções;;Megaherz Film;Alemanha;16;
Earthscape;Documentário;01/10/2021 a 01/11/2021;Brazil Fixers Produções;;Earthscape Production Ltda.;Reino Unido;2;
Planeta Sobrenatural;Documentário;16/10/2021 a 25/10/2021;Sobretudo Produção Audiovisual e Artistica Ltda;;Plimsoll Productions Ltda.;Reino Unido;N.A.;
Predators - Parte 2;Documentário;10/A1/2021 a 21/11/2021;Cristian Dimitrius Produções Ltda;;BBC NHFP;Reino Unido;N.A.;
Wild Canids;Documentário;07/10/2021 A 30/11/2021;Cristian Dimitrius Produções;;BBC;Reino Unido;N.A.;
The Border BR;Documentário;01/10/2021 a 11/11/2021;Viva Productions Ltda;;Villain Studios BV;Holanda;1;
Journey of a Love Story;Documentário;20/10/2021 a 08/11/2021;Amazon Film Productions;;Filmankur M. Films;Índia;36;
Titan- Part 4;Documentário;18/10/2021 a 06/11/2021;Cristian Dimitrius Producoes;;Titan Productions Ltda.;Reino Unido;7;
Eboni;Ficção;15/11/2021 a 24/11/2021;Amazon Film Productions;;CDI Virtual Films Inc;EUA;12;
Predators- Extension;Documentário;10/11/2021 a 21/11/2021;Cristian Dimitrius Producoes Ltda;;BBC NHFP;Reino Unido;2;
F1: Drive to Survive Series 4;Documentário;08/10/2021 a 15/10/2021;Viva Productions Ltda;;Formula S4 Ltd;Reino Unido;5;
XDAYS FAVELA;Documentário;06/11/2021 a 09/11/2021;TERRA VERMELHA FILMES LTDA EPP;;Maximus Film GmbH;Alemanha;4;
WHATSAPP SHORT FILM;Publicitária;16/11/2021 a 21/11/2021;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC.;EUA;4;
Contígo Capitan;Ficção;12/11/2021 a 29/11/2021;TV Zero Cinema Ltda.;;TORNEOS Y COMPETENCIAS S.A.;Argentina;9;
Caraïbes, la route des Sargasses;Documentário;14/11/2021 a 20/11/2021;Camelô Produções;;BCA Communication;França;1;
Case Study Video - Interroll;Institucional;04/12/2021 a 09/12/2021;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC.;EUA;1;
The Americas - Parte 2;Documentário;24/11/2021 A 08/12/2021;Cristian Dimitrius Produções Ltda;;BBC Studios;Reino Unido;1;
Our Changing Planet;Documentário;12/11/2021 a 30/11/2021;Cristian Dimitrius Produções Ltda;;BBC Studios;Reino Unido;5;
Our Changing Planet - Part 2;Documentário;01/12/2021 a 11/12/2021;Cristian Dimitrius Produções Ltda;;BBC Studios;Reino Unido;6;
Untitled- Oliver Stone Documentary on Brazil;Documentário;04/12/2021 a 09/12/2021;Busca Vida Filmes e Produções Eireli;;IPSE DIXIT ENTERTAINEMENT, INC;EUA;4;
Simon Reeve South America - Part Two;Documentário;30/11/2021 a 07/12/2021;Viva Productions Ltda;;The Garden;Reino Unido;4;
The Americas;Documentário;15/12/21;Natural History Brasil;;BBC Natural History and Factual Productions Limite;Reino Unido;3;
CAFU - recycled crisp packets pitch opening;Institucional;17/12/21;Saraguina Filmes;;Whisper Films Limited,;Reino Unido;N.A.;
Der Goldjunge;Documentário;06/01/2021 a 20/01/2021;Sol Entertainment Ltda.;;Norddeutscher Rundfunk;Alemanha;3;
PERDIDOS A RIO;Ficção;20/12/2021 a 22/12/2021;NOVA TRINITI COMUNICACAO E PRODUCAO ARTISTICA
LTDA;;Mozi Capital;Espanha;12;
Summer;Obra Publicitária;26/01/2022 a 05/02/2022;Ocean Produção de Filmes Ltda.;;CADENCE (Arthur Theo Cesar Louis Parrate;França;4;
Light up Your World;Obra Publicitária;13/01/2022 a 27/02/2022;Ocean Produção de Filmes Ltda.;;Smuggler;Reino Unido;4;
TopLand on the road China;Obra Publicitária;10/03/2022 a 20/04/2022;N S Jayanetti Produções e Eventos;;HYXY (Beijing) Film Culture Media Co.Ltd;China;10;
The Americas - Harpy Eagle;Documentário;10/02/2022 a 13/03/2022;Cristian Dimitrius Produções;;BBC Studios;Reino Unido;5;
Genius Brazil;Institucional;26/01/2022 a 01/02/2022;TXL Filmes East Coast;;Utopia Filmes Produção Artistica LTDA ME;EUA;3;
SIEMENS HEALTHINEERS BLENDED LEARNING;Institucional;26/01/2022 a 27/01/2022;STORY PRODUÇÕES LTDA;;Rabbitz Films AG;Alemanha;1;
Case Study Video - Interroll;Institucional;05/02/2022 a 10/02/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;1;
Storm;Obra Publicitária;10/02/2022 a 25/02/2022;Ocean Produção de Filmes Ltda.;;Rogue;Reino Unido;3;
Expedition Unknow;Documentário;07/03/2022 a 11/03/2022;Sopa Editora e Produtora Ltda;;Discovery Channel;EUA;10;
Nature Doc;Documentário;05/03/2022 a 09/03/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;7;
Caminhos para Escola' ('Ways to School');Documentário;11/03/2022 A 22/03/2022;TERRA VERMELHA FILMES LTDA EPP;;Maximus Film GMBH;Alemanha;2;
Rosetta Stone;Institucional;12/03/2022 a 29/03/2022;Filmes To Go Produções Ltda. ME;;In Transit Media Inc;EUA;2;
NHK Special;Documentário;08/03/2022 a 23/03/2022;WASABI JB COMUNICAÇÃO-EIREELI;;NHK;Japão;N.A.;
Atlantic Forest/Good news from the planet;Documentário;31/03/2022 A 04/05/2022;Cristian Dimitrius Produções;;Längengrad Filmproduktion GmbH;Alemanha;2;
Esports Mini Doc;Documentário;11/03/2022 A 14/03/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;3;
Yorubaland;Documentário;15/03/2022 A 24/03/2022;Viva Productions Ltd;;SpiralH LLC;EUA;1;
O Negociador;Ficção;44641;Boutique Filmes e Produções Ltda.;;PI International Inc;EUA;2;
Project California 2;Documentário;27/03/2022 a 29/03/2022;SOPA EDITOA E PRODUTORA LTDA ME;;Box to Box Films;Reino Unido;2;
First Man Out;Reality Show;04/03/2022 a 18/03/2022;Viva Productions Ltd;;Beach House Pictures;Cingapura;11;
ADCC Broadcas;Transmissão ao Vivo;03/02/2022 a 14/02/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;2;
The Farm Experiment;Documentário;06/03/2022 a 13/03/2022;Dez e Vinte Produções Cinematográficas LTDA ME;;Neos Film GMBH;Alemanha;7;
Twenty One Days;Documentário;18/03/2022 a 09/04/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;8;
Perfectly Legal;Documentário;14/03/2022 a 24/03/2022;Viva Productions Ltd;;Rumpus Media Ltd;Reino Unido;13;
AM H&S;Institucional;23/03/2022 a 26/03/2022;Utopia Filmes Producao Artistica LTDA;;Connected Pictures;Reino Unido;2;
Oakville;Ficção;27/03/2022 a 01/04/2022;BPS PRODUÇÕES E SERVIÇOS EIRELI;;Figura Media LLC;EUA;4;
COMUNIDADES WHATSAPP;Obra Publicitária;20/03/2022 a 25/03/2022;TERRA VERMELHA FILMES LTDA EPP;;Five Fathoms;EUA;3;
25a Aniversário da Star Alliance;Redes Sociais;28/03/2022 A 06/04/2022;Amazon Film productions;;CDI Virtual Films INC;EUA;6;
Extreme Brazil Legacy;Documentário;03/04/2022 a 07/04/2022;Brazil Fixers Ltda.;;Aurora Media Worldwide;Reino Unido;2;
Bragantino;Institucional;03/04/2022 a 07/04/2022;Neon Rio Ltda.;;Noah Media Group;Reino Unido;2;
Carnival;Documentário;12/04/2022 a 11/05/2022;Setta Produções;;World Fixers Ltd.;Reino Unido;4;
Expedition Amazon;Documentário;11/04/2022 A 19/04/2022;Blue Eye Empreendimentos;;National Geogrphic Studios;EUA;4;
"Filmes para o programa alemão ""Galileo""";Documentário;18/04/2022 a 25/04/2022;Story produções Ltda.;;Maximus Film GMBH;Alemanha;3;
Working Title Reforestation;Institucional;21/04/2022 a 12/05/2022;Igor de Mirand Olzowisk;;Akira Films;EUA;2;
Aracy Moebius de Carvalho;Documentário;26/04/2022 a 04/05/2022;Aura FilmsE Produções Ltda.;;Doclight GMBH;Alemanha;3;
South America with Simon Reeve 5;Documentário;02/05/2022 a 12/05/2022;Viva Productions Ltd;;The Garden;Reino Unido;4;
Project California - Series 2;Documentário;20/05/2022 a 22/05/2022;SOPA EDITOA E PRODUTORA LTDA ME;;Box to Box Films;Reino Unido;3;
O AVENTURARIO DE MARCELO, MARMELO, MARTELO,;Ficção;26/06/2022 a 18/09/2022;COIOTE PRODUCOES CINEMATOGRAFICAS LTDA;;MTV Network Latin America INC;EUA;N.A.;
Planet Earth 3;Documentário;29/06/2022 A 25/07/2022;Natural History Brazil;;BBC Studios;Reino Unido;9;
YBA - DOW/NATURA BRAND FILM;Obra Publicitária;08/06/2022 a 12/06/2022;PRODUTORA DE CINEMA E FILMES ASSOCIADOS;;Dow Chemical;EUA;2;
Lego Scratch;Documentário;18/06/2022 a 22/04/2022;Utopia Filmes Producao Artistica LTDA;;Highly Unlikely;Reino Unido;2;
The 1% with Isobel Yeung;Documentário;04/07/2022 a 22/08/2022;Midia Fina Producoes Cinematograficas Eireli;;Raw TV;Reino Unido;7;
"""Sentient For National Geographic and Disney+";Documentário;09/07/2022 a 04/08/2022;Natural History Brazil;;Sentient Productions Limited;Reino Unido;3;
Giants Anotações;Documentário;01/07/2022 a 23/07/2022;Setta Produções;;Off the Fence Productions;Reino Unido;5;
"Terra X ""Amazon Adventure""";Documentário;01/07/2022 a 09/08/2022;Aura FilmsE Produções Ltda.;;Spiegel TV GmbH;Alemanha;3;
Sentient;Documentário;20/06/2022 a 11/07/2022;Utopia Filmes Producao Artistica LTDA;;Sentient Productions Limited;Reino Unido;7;
Claudia Andujar;Documentário;2022-11-26 a 2022-12-21;Miranda Hempfing Produções Culturais Ltda;;PS Film;Suíça;5;
Wild Water;Documentário;2022-07-21 a 2022-08-11;Natural History Brazil;;Wsp Wild Water Productions Ltd;Reino Unido;2;
Chor Nikal ke Bhaga;Ficção;44743;Bigorna Filmes;;Filmankur Films;Índia;11;
WILD WATER (Maranhão);Documentário;31/10/2022 a 2022-11-18;TERRA VERMELHA FILMES LTDA EPP;;Wsp Wild Water Productions Ltd;Reino Unido;8;
Secrets of the Octopus;Documentário;02/10/2022 a 2022-10-18;Cristian Dimitrius Produções Ltda;;Sealight Pictures PTT LTD;Austrália;1;
WWF no Tapajós;Institucional;2022-07-12 a 2022-07-19;NEON RIO LTDA;;WWF UK;Reino Unido;1;
Mammals;Documentário;2022-09-15 a 2022-10-20;Cristian Dimitrius Produções Ltda;;BBC Studios;Reino Unido;2;
"Dias- PI""";;;;;;;;
Terra X Amazon Adventure , Roland Garve;Documentário;2022-07-24 a 2022-08-04;Aura Films e Produções Ltda.;;Spiegel TV GmbH;Alemanha;3;
"
Wild Water (Pará);Documentário;2022-07-19 a 2022-07-27;Carolina Augusto Monge Fernandes Eireli;;Wild Space;Reino Unido;4;Itaituba- PA e Manaus- AM
Moonshiners - Brazil;Reality Show;2022-07-20 a 2022-08-01;BPS Produções e Serviços Eireli;;Figura Media LLC;EUA;6;Cruzilia, Três Corações, Cristina, Três Pontas e Tiradentes- MG
Restaurants of The Edge;Documentário;2022-07-18 a 2022-08-03;Igor de Mirand Olzowisk;;World Of Wonder;EUA;13;Paraty-RJ
PLANET EARTH III;Documentário;""2022-08-15 a 2022-09-3";;;;;;;;
";Natural History Brazil;;BBC Natural History;Reino Unido;5;Rio Branco e Feijó- Acre
The Americas;Documentário;";;;;;;;;
"2022-08-01 a 2022-08-13""";Natural History Brazil;;BBC Natural History;Reino Unido;7;Jacareacanga- PA e Alta Floresta- MT;;
Ex On The Beach - Season 6;Reality Show;27/07/2022 a 05/09/2022;BPS Produções e Serviços Eireli;;Figura Media LLC;EUA;41;
Impossible Repairs;Reality Show;24/07/2022 e 2022-08-01;BPS Produções e Serviços Eireli;;Figura Media LLC;EUA;4;
Eliza Samudio;Streaming;25/07/2022 a 2022-08-28;Viva Productions Ltda;;Pulse Films;Reino Unido;2;
Our Changing Planet Part 2;Documentário;21/08/2022 a 2022-09-01;Cristian Dimitrius Produções Ltda;;BBC Studios;Reino Unido;5;
"Grande, Miranda- MS e São Paulo- SP""";;;;;;;;
KRAVYAAT;Ficção;2022-08-06 a 2022-08-14;Amazon Film Productions;;CDI Virtual Films INC;EUA;8;
Parenthood;Documentário;2022-08-13 a 2022-09-13;Natural History Brazil;;Born Free Productions Limited;Reino Unido;4;
Diana Beauty Soap;Publicitária;04/09/2022 a 2022-09-23;NA LAJE FILMES PRODUÇÕES LTDA;;10 over 10 Business Directors LTD;Não consta;4;
Blue Carbon;Documentário;2022-09-21 a 2022-09-29;Cristian Dimitrius Produções Ltda;;Blue Carbon Film Ltd;Reino Unido;6;
1% - COM ISOBEL YEUNG - PARTE 2;Documentário;14/08/2022 a 2022-08-25;TERRA VERMELHA FILMES LTDA EPP;;RAW TV LTD;Reino Unido;4;
Peigne, Ciseaux et Sac à Dos;Documentário;2022-08-04 a 2022-08-20;Igor de Mirand Olzowisk;;Grand Angle Productions;França;2;
Oceans;Documentário;2022-08-19 a 2022-10-16;Natural History Brazil;;Freedive Pictures Ltd.;Reino Unido;4;
" e Bragança-PA""";;;;;;;;
Dow 125 Brand Films;Publicitária;44791;PRODUTORA DE CINEMA E FILMES ASSOCIADOS;;Bounce Pictures LLC;EUA;3;
SEKAI NO HATE MADE ITTEQ;Documentário;2022-08-16 a 2022-08-24;XES PROJETOS VISUAIS LTDA.;;Nichiki Co., Inc;Japão;5;
"
Curia-Catu;Documentário;2022-08-13 a 2022-09-07;Amazon Film Productions;;Ukbar Filmes – Produção de Longas e Curtas-M, Lda;Portugal;1;Manaus, Tefé e Tabatinga- AM, Belém, Alenquer e Santarém- PA
Pekin Express;Reality Show;2022-09-16 a 2022-09-19;Santa Produção de Filmes LTDA;;Eccholine BV;Bélgica;80;Florianópolis- SC e Morretes- PR
Our Changing Earth;Documentário;2022-08-20 a  2022-08-31;Amazon Film Productions;;CDI Virtual Films INC;EUA;4;Cacoal, Porto Velho- RO e São Paulo- SP.
ARCELORMITTAL RESENDE;Institucional;24/08/2022 a 2022-08-27;Utopia Filmes Producao Artistica LTDA;;Connected Pictures;Reino Unido;2;Rio de Janeiro e Resende- RJ
Singh & Kaur;Ficção;02/09/2022 a 16/09/2022;MARUTI BLUE PRODUÇÕES E EVENTOS EIRELI;;FILMANKUR M FILMS PRIVATE LIMITED;Índia;13;Rio de Janeiro, Cabo Frio, Arraial do Cabo e Buzios- RJ
Curupira & World Animal Protection;Documentário;02/09/2022 a 15/09/2022;Cristian Dimitrius Produções Ltda;;Box Brownie Films & World Animal Protection;Reino Unido;5;Santarém- PA
Reizen Waes Wereldsteden;Programa de TV;2022-09-06 a 2022-09-13;Dez e Vinte Produções Cinematográficas LTDA ME;;De Mensen nv;Bélgica;5;São Paulo- SP
Debout;Documentário;2022-09-15 a 2022-09-25;JANGADA CONTEÚDO LTDA;;Ladybirds Cinema;França;4;Salvador- BA
Singh is King; Ficção;2022-09-12 a 2022-09-25;Estúdio Giz Produções Ltda. - ME;;FILMANKUR MFILMS PRIVATE LIMITED;Índia;16;""Rio de Janeiro- R";;;;;;;;
"
Shared Planet;Documentário;""2022-09-28 a 2022-10-2";;;;;;;;
";TR Somogyi Produções;;""Shared Planet Productions Lt";;;;;;;;
";""Canad";;;;;;;;
";5;Manaus, Tefé- AM, Guarulhos- SP
F10 (VFX Plates);Ficção;2022-09-14 a 2022-09-16;Conspiração Filmes SA;;FIREBALL FILMS LIMITED / F10 Productions, LLC;UK / EUA;12;Rio de Janeiro- RJ
Guardiões da Floresta;Documentário;""2022-09-20 a 2022-10-2";;;;;;;;
";Idéias Ideais Design &Produções Ltda ME;;""Latu Sensu SA";;;;;;;;
";""Franç";;;;;;;;
";3;""Cruzeiro do Sul e Marecha";;;;;;;;
"Taumaturgo- AC e Rio de Janeiro- RJ""";;;;;;;;
O Pinguim e o Pescador;Ficção;2022-09-19 a 2022-11-04;VENTRE STUDIO PARTICIPAÇÕES LTDA.;;PENGUIN AND THE FISHERMAN LLC;EUA;1;
Schlumberger Corporate;Institucional;2022-09-22 a 2022-09-28;BPS PRODUÇÕES E SERIVÇOS EIRELI;;FIGURA MEDIA, LLC;EUA;3;
"- RJ, Taubaté e São Paulo- SP""";;;;;;;;
Amazon Adventure,Klimafolgenforschung im Regenwald;Documentário;2022-09-18 a 2022-10-21;Aura Filme Produções Ltda.;;Spiegel TV GmbH;Alemanha;3;
"- AM e São Paulo- SP""";;;;;;;;
Wild Water;Documentário;03/10/2022 a 2022-10-14;Cristian Dimitrius Produções;;Wild Space Productions;Reino Unido;1;
"Guaporé, Ji-Paraná- RO e Sao Paulo- SP""";;;;;;;;
Big Little Journeys;Documentário;2022-10-19 a 2022-11-19;Cristian Dimitrius Produções Ltda;;BBC Studios Productions Limited;Reino Unido;7;
ESPÈCES D'ORDURES;Documentário;03/10/2022 a 2022-10-10;Dez e Vinte Produções Cinematográficas LTDA ME;;Balestra TV;Canadá;5;
Raptors;Documentário;11/10/2022 a 2022-10-25;Natural History Brazil;;Dandy Lion Films;Reino Unido;1;
Belmond h2 Shoots;Obra Publicitária;2022-10-03 a 2022-10-08;Gataria Filmes Ltda;;MediaMonks London Ltd;Reino Unido;4;
TITAN Pneus do Brasil;Institucional;2022-10-04 A 2022-10-05;Dez e Vinte Produções Cinematográficas LTDA ME;;DS Americas Corp;EUA;1;
THIRST;Outro;022-10-16 a 2022-10-21;BPS PRODUCOES E SERVICOS EIRELI;;Figura Media LLC;EUA;13;
"- PR""";;;;;;;;
Expedition Amazon;Documentário;2022-10-26 a 2022-10-27;ALÔ VIDEO LTDA.;;Ocean Preservation Society;EUA;5;
"- RN e Parakanã- PA""";;;;;;;;
007's Road to a Million;Reality Show;2022-10-18
 a 2022-11-12;BPS Produções e Serviços Eireli;;Figura Media, LLC;EUA;24;
Food 2.0;Documentário;26/10/2022 a 2022-10-27;ALÔ VIDEO LTDA;;Ocean Preservation Society;EUA;5;
Seeking Sister Wife;Outro;20/10/2022 a 2022-10-23;Camelô Produções;;Bright Road Productions INC;EUA;4;
Johannes Grasser - Projekt Rio;Documentário;16/10/2022 a 2022-10-27;Aura Filme Produções Ltda;;Johnny Grasser;Alemanha;4;
Project Yellow;Documentário;2022-11-08 a 2022-11-05;Davies &Luzzi Ltda- ME;;Through the Grid Limited;Reino Unido;1;
XMINE 70/70;Institucional;07/11/2022 a 2022-11-12;Maruti Blue Produções e Eventos Eireli;;Évimages;França;3;
"- PA""";;;;;;;;
J.Y.Park Groove Back Music Video;Documentário;2022-10-20 a 2022-10-21;HK BRASIL PRODUTORA DE MIDIA E EVENTOS LTDA;;JYP Entertainment;Coreia do Sul;15;
L´agence;Documentário;2022-10-26 a 2022-10-29;LA VISTA PRODUCOES;;Reservoir Prod;França;6;
Cuñhau- RN;;;;;;;;
"
For Whom the Samba Dances - The Samba Champions of;""Documentári";;;;;;;;
";""2022-11-11 a 2022-11-2";;;;;;;;
";""WASABI JB COMUNICAÇÃO-EIREEL";;;;;;;;
";;""Documentary Japa";;;;;;;;
";""Japã";;;;;;;;
";3;Rio de Janeiro- RJ
Travel Man - Rio de Janeiro;Documentário;01/11/2022 a 2022-11-09;N S Jayanetti Produções E Eventos ME;;North One Television Limited;Reino Unido;10;Rio de Janeiro- RJ
Wild Water - Parte 2;Documentário;2022-11-08 a 2022-11-14 ;Natural History Brazil;;Wsp Wild Water Productions Ltd;Reino Unido;N.A.;Bonito- MS
Échappées Belles;Outro;";;;;;;;;
2022-11-03 a 2022-11-13;;;;;;;;
";""CAMELÔ PRODUÇÕE";;;;;;;;
